"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /fourier.php",380,650,1000,1200,1400,2200,12000,27000,42000,55000
"Total",380,650,1000,1200,1400,2200,12000,27000,42000,55000
